surface,reading,romaji,pos,frequency
守護,シュゴ,shugo,名詞-普通名詞-サ変可能,2
女王,ジョオー,joou,名詞-普通名詞-一般,2
成立,セーリツ,seiritsu,名詞-普通名詞-サ変可能,1
魔神,マジン,majin,名詞-普通名詞-一般,1
鋭く,スルドク,surudoku,形容詞-一般,1
聖,セー,hijiri,接頭辞,1
迎え撃つ,ムカエウツ,mukae,動詞-一般,1
送り返す,オクリカエス,okurikaesu,動詞-一般,1
逃げ出せる,ニゲダセル,nigedase,動詞-一般,1
組み合わせ,クミアワセ,kumiawase,動詞-一般,1
火ぶた,ヒブタ,hi,名詞-普通名詞-一般,1
激高,ゲッコー,gekkou,名詞-普通名詞-サ変可能,1
騎士,キシ,kishi,名詞-普通名詞-一般,1
決戦,ケッセン,kessen,名詞-普通名詞-サ変可能,1
殺し合っ,コロシアッ,koroshi,動詞-一般,1
格段,カクダン,kakudan,形状詞-一般,1
柔らかい,ヤワラカイ,yawarakai,形容詞-一般,1
爆弾,バクダン,bakudan,名詞-普通名詞-一般,1
着実,チャクジツ,chakujitsu,形状詞-一般,1
ふざけろ,フザケロ,fuzakero,動詞-一般,1
にゅっ,ニュッ,nyutsu,副詞,1
きゅう,キュー,kyuu,副詞,1
ずるい,ズルイ,zurui,形容詞-一般,1
兵士,ヘーシ,heishi,名詞-普通名詞-一般,1
リオ,リオ,rio,名詞-固有名詞-地名-一般,1
メリオダス,メリオダス,meriodasu,名詞-固有名詞-一般,1
バン,バン,ban,副詞,1
ネス,ネス,nesu,名詞-固有名詞-地名-一般,1
