surface,reading,romaji,pos,frequency
兄者,アニジャ,anija,名詞-普通名詞-一般,10
多彩,タサイ,tasai,形状詞-一般,1
押しつけ,オシツケ,oshi,名詞-普通名詞-一般,1
投げ飛ばさ,ナゲトバサ,nage,動詞-一般,1
重篤,ジュートク,shigeatsu,名詞-普通名詞-一般,1
完遂,カンスイ,kansui,名詞-普通名詞-サ変可能,1
奪還,ダッカン,dakkan,名詞-普通名詞-サ変可能,1
非力,ヒリキ,hiriki,名詞-普通名詞-形状詞可能,1
採用,サイヨー,saiyou,名詞-普通名詞-サ変可能,1
疑惑,ギワク,giwaku,名詞-普通名詞-一般,1
見下し,ミクダシ,mikudashi,動詞-一般,1
独学,ドクガク,dokugaku,名詞-普通名詞-サ変可能,1
泣ける,ナケル,nake,動詞-一般,1
腕力,ワンリョク,wanryoku,名詞-普通名詞-一般,1
美貌,ビボー,bibou,名詞-普通名詞-一般,1
絶妙,ゼツミョー,zetsumyou,形状詞-一般,1
窒息,チッソク,chissoku,名詞-普通名詞-サ変可能,1
晴れる,ハレル,hare,動詞-一般,1
検視,ケンシ,kenshi,名詞-普通名詞-サ変可能,1
教員,キョーイン,kyouin,名詞-普通名詞-一般,1
改心,カイシン,kaishin,名詞-普通名詞-サ変可能,1
支え,ササエ,sasae,動詞-一般,1
辛酸,シンサン,shinsan,名詞-普通名詞-一般,1
死因,シイン,shiin,名詞-普通名詞-一般,1
正義,セーギ,seigi,名詞-普通名詞-一般,1
途切れ,トギレ,togire,動詞-一般,1
うっとうしく,ウットーシク,uttoushiku,形容詞-一般,1
つきあえる,ツキアエル,tsukiaeru,動詞-一般,1
こらえろ,コラエロ,koraero,動詞-一般,1
しゃあねえ,シャーネー,shaanee,形容詞-一般,1
乗っ取っ,ノットッ,joutsu,動詞-一般,1
不便,フベン,fuben,名詞-普通名詞-形状詞可能,1
力技,チカラワザ,chikarawaza,名詞-普通名詞-一般,1
償い,ツグナイ,tsugunai,動詞-一般,1
やり直せ,ヤリナオセ,yari,動詞-一般,1
ハッフフフ,ハッフフフ,haffufufu,名詞-普通名詞-一般,1
ッハハハハ,ッハハハハ,hhahahaha,名詞-普通名詞-一般,1
チョ,チョ,cho,名詞-固有名詞-人名-姓,1
イケメン,イケメン,ikemen,名詞-普通名詞-一般,1
ジメジメ,ジメジメ,jimejime,副詞,1
コレクション,コレクション,korekushon,名詞-普通名詞-一般,1
ケッヘヘヘ,ケッヘヘヘ,kehhehehe,名詞-普通名詞-一般,1
カビ臭く,カビクサク,kabi,形容詞-一般,1
ビンビン,ビンビン,binbin,副詞,1
