surface,reading,romaji,pos,frequency
溶岩,ヨーガン,yougan,名詞-普通名詞-一般,4
飛び込め,トビコメ,tobikome,動詞-一般,2
植え付け,ウエツケ,uetsuke,動詞-一般,1
雷雲,ライウン,raiun,名詞-普通名詞-一般,1
鞍馬,アンバ,kurama,名詞-普通名詞-一般,1
閉じろ,トジロ,toji,動詞-一般,1
樽見,タルミ,tarumi,名詞-固有名詞-人名-姓,1
昆虫,コンチュー,konchuu,名詞-普通名詞-一般,1
誤り,アヤマリ,ayamari,名詞-普通名詞-一般,1
異変,イヘン,ihen,名詞-普通名詞-一般,1
生臭い,ナマグサイ,namagusai,形容詞-一般,1
認知,ニンチ,ninchi,名詞-普通名詞-サ変可能,1
発達,ハッタツ,hattatsu,名詞-普通名詞-サ変可能,1
絞ら,シボラ,shibora,動詞-一般,1
燃え尽きる,モエツキル,moe,動詞-一般,1
燃え上がる,モエアガル,moeaga,動詞-一般,1
たち戻っ,タチモドッ,tachi,動詞-一般,1
まま,ママ,mama,副詞,1
またもや,マタモヤ,matamoya,副詞,1
ひとたび,ヒトタビ,hitotabi,名詞-普通名詞-副詞可能,1
平静,ヘーセー,heisei,名詞-普通名詞-形状詞可能,1
大脳,ダイノー,dainou,名詞-普通名詞-一般,1
キバヒナタ,キバヒナタ,kibahinata,名詞-普通名詞-一般,1
キッド,キッド,kiddo,名詞-普通名詞-一般,1
ウッフフフフ,ウッフフフフ,uffufufufu,名詞-普通名詞-一般,1
ゆかり,ユカリ,yukari,名詞-普通名詞-一般,1
