surface,reading,romaji,pos,frequency
手応え,テゴタエ,tegotae,名詞-普通名詞-一般,2
おもし,オモシ,omoshi,名詞-普通名詞-一般,1
消費,ショーヒ,shouhi,名詞-普通名詞-サ変可能,1
浮か,ウカ,uka,動詞-一般,1
注い,ソソイ,sosoi,動詞-一般,1
決めろ,キメロ,kime,動詞-一般,1
物理,ブツリ,butsuri,名詞-普通名詞-一般,1
破ら,ヤブラ,yabura,動詞-一般,1
真っ平,マッピラ,makoto,副詞,1
直撃,チョクゲキ,chokugeki,名詞-普通名詞-サ変可能,1
特上,トクジョー,tokujou,名詞-普通名詞-一般,1
牛タン,ギュータン,gyuutan,名詞-普通名詞-一般,1
構え,カマエ,kamae,動詞-一般,1
惨劇,サンゲキ,sangeki,名詞-普通名詞-一般,1
強烈,キョーレツ,kyouretsu,形状詞-一般,1
教え子,オシエゴ,oshiego,名詞-普通名詞-一般,1
おもり,オモリ,omori,名詞-普通名詞-一般,1
食い,クイ,kui,動詞-一般,1
電柱,デンチュー,denchuu,名詞-普通名詞-一般,1
釣ら,ツラ,tsura,動詞-一般,1
食い物,クイモノ,kuimono,名詞-普通名詞-一般,1
ありゃ,アリャ,arya,感動詞-一般,1
魔物,マモノ,mamono,名詞-普通名詞-一般,1
表情,ヒョージョー,hyoujou,名詞-普通名詞-一般,1
うずき,ウズキ,uzuki,動詞-一般,1
費やし,ツイヤシ,tsuiyashi,動詞-一般,1
言い切れ,イーキレ,iikire,動詞-一般,1
そん,ソン,son,連体詞,1
クマ,クマ,kuma,名詞-固有名詞-人名-一般,1
カルビ,カルビ,karubi,名詞-普通名詞-一般,1
たたき落とす,タタキオトス,tataki,動詞-一般,1
オカッパ,オカッパ,okappa,名詞-普通名詞-一般,1
まとっ,マトッ,matotsu,動詞-一般,1
とてつ,トテツ,totetsu,名詞-普通名詞-一般,1
ぶっ倒す,ブッタオス,butsu,動詞-一般,1
つつ,ツツ,tsutsu,助詞-接続助詞,1
めじろ押し,メジロオシ,mejiro,名詞-普通名詞-形状詞可能,1
むしろ,ムシロ,mushiro,副詞,1
ぐお,グオ,guo,感動詞-一般,1
合える,アエル,ae,動詞-非自立可能,1
外す,ハズス,hazusu,動詞-一般,1
引っ掛ける,ヒッカケル,hikkake,動詞-一般,1
引っ掛かり,ヒッカカリ,hikkaka,動詞-一般,1
崩れ,クズレ,kuzure,動詞-一般,1
密着,ミッチャク,mitchaku,名詞-普通名詞-サ変可能,1
始め,ハジメ,hajime,接尾辞-名詞的-副詞可能,1
万が一,マンガイチ,mangaichi,名詞-普通名詞-副詞可能,1
ヤバく,ヤバク,yaba,形容詞-一般,1
フフン,フフン,fufun,感動詞-一般,1
