surface,reading,romaji,pos,frequency
ﾒﾝﾏ,ﾒﾝﾏ,menma,名詞-普通名詞-一般,11
フキ,フキ,fuki,名詞-普通名詞-一般,8
麻,アサ,asa,名詞-普通名詞-一般,4
どざえもん,ドザエモン,dozaemon,名詞-普通名詞-一般,3
オカリナ,オカリナ,okarina,名詞-普通名詞-一般,2
身元,ミモト,mimoto,名詞-普通名詞-一般,2
ﾌｷ,ﾌｷ,fuki,名詞-普通名詞-一般,2
白衣,ハクイ,hakui,名詞-普通名詞-一般,2
発酵,ハッコー,hakkou,名詞-普通名詞-サ変可能,1
正しく,タダシク,tadashiku,形容詞-一般,1
片づい,カタズイ,katazu,動詞-一般,1
食わし,クワシ,kuwa,動詞-一般,1
きな粉,キナコ,kina,名詞-普通名詞-一般,1
くっつき,クッツキ,kuttsuki,動詞-一般,1
食感,ショッカン,shokkan,名詞-普通名詞-一般,1
見立て,ミタテ,mitate,動詞-一般,1
蜜豆,ミツマメ,mitsumame,名詞-普通名詞-一般,1
考えよう,カンガエヨー,kangae,動詞-一般,1
道草,ミチクサ,michikusa,名詞-普通名詞-一般,1
パンツ,パンツ,pantsu,名詞-普通名詞-一般,1
パリパリ,パリパリ,paripari,副詞,1
ショック,ショック,shokku,名詞-普通名詞-形状詞可能,1
あらら,アララ,arara,感動詞-一般,1
干し,ホシ,hoshi,動詞-一般,1
寝言,ネゴト,negoto,名詞-普通名詞-一般,1
ちゃんちゃん,チャンチャン,chanchan,名詞-普通名詞-一般,1
戻そう,モドソー,modoso,動詞-一般,1
たまん,タマン,taman,動詞-一般,1
念書,ネンショ,nensho,名詞-普通名詞-一般,1
初耳,ハツミミ,hatsumimi,名詞-普通名詞-一般,1
出させ,ダサセ,dasa,動詞-一般,1
