surface,reading,romaji,pos,frequency
張り巡らさ,ハリメグラサ,hari,動詞-一般,2
壁面,ヘキメン,hekimen,名詞-普通名詞-一般,2
削っ,ケズッ,kezutsu,動詞-一般,2
命乞い,イノチゴイ,inochigoi,名詞-普通名詞-一般,2
戯れ,タワムレ,tawamure,名詞-普通名詞-一般,1
堂,ドー,dou,名詞-固有名詞-人名-姓,1
土牢,ツチロー,tsuchirou,名詞-普通名詞-一般,1
ﾊﾞｸﾊﾞｸ,ﾊﾞｸﾊﾞｸ,bakubaku,名詞-普通名詞-一般,1
後ろ側,ウシロガワ,ushiro,名詞-普通名詞-一般,1
強固,キョーコ,kyouko,形状詞-一般,1
巧み,タクミ,takumi,形状詞-一般,1
敷き詰め,シキツメ,shiki,動詞-一般,1
追いつけよ,オイツケヨ,oi,動詞-一般,1
追いやら,オイヤラ,oi,動詞-一般,1
本性,ホンショー,honshou,名詞-普通名詞-一般,1
補給,ホキュー,hokyuu,名詞-普通名詞-サ変可能,1
そら,ソラ,sora,代名詞,1
つまり,ツマリ,tsumari,名詞-普通名詞-一般,1
つつい,ツツイ,tsutsui,動詞-一般,1
あがこう,アガコー,agakou,動詞-一般,1
うずくまっ,ウズクマッ,uzukumatsu,動詞-一般,1
傷痕,ショーコン,kizuato,名詞-普通名詞-一般,1
修復,シューフク,shuufuku,名詞-普通名詞-サ変可能,1
ヤブ,ヤブ,yabu,名詞-普通名詞-一般,1
元どおり,モトドーリ,moto,名詞-普通名詞-一般,1
出れ,デレ,dere,動詞-一般,1
ボボ,ボボ,bobo,名詞-普通名詞-一般,1
やけ食い,ヤケグイ,yake,名詞-普通名詞-一般,1
ドッカ,ドッカ,dokka,名詞-普通名詞-一般,1
ゴロゴロゴロゴロ,ゴロゴロゴロゴロ,gorogorogorogoro,名詞-普通名詞-一般,1
