surface,reading,romaji,pos,frequency
止める,トメル,yameru,動詞-一般,2
流し込む,ナガシコム,nagashi,動詞-一般,1
的確,テキカク,tekikaku,形状詞-一般,1
担架,タンカ,tanka,名詞-普通名詞-一般,1
打ち負かす,ウチマカス,uchi,動詞-一般,1
打,ダ,da,接尾辞-名詞的-一般,1
憧れ,アコガレ,akogare,名詞-普通名詞-一般,1
本番,ホンバン,honban,名詞-普通名詞-一般,1
針,ハリ,hari,名詞-普通名詞-助数詞可能,1
通告,ツーコク,tsuukoku,名詞-普通名詞-サ変可能,1
迷い,マヨイ,mayoi,名詞-普通名詞-一般,1
責め,セメ,seme,動詞-一般,1
緊急,キンキュー,kinkyuu,名詞-普通名詞-形状詞可能,1
細動,サイドー,saidou,名詞-普通名詞-一般,1
諦め,アキラメ,akirame,名詞-普通名詞-一般,1
見なし,ミナシ,mina,動詞-一般,1
落ち込み,オチコミ,ochikomi,動詞-一般,1
憧れ,アコガレ,akogare,動詞-一般,1
ヒナタ,ヒナタ,hinata,名詞-固有名詞-人名-一般,1
マズい,マズイ,mazu,形容詞-一般,1
もっとも,モットモ,mottomo,接続詞,1
にらむ,ニラム,niramu,動詞-一般,1
やすく,ヤスク,yasuku,接尾辞-形容詞的,1
もめる,モメル,momeru,動詞-一般,1
使える,ツカエル,tsukae,動詞-一般,1
年間,ネンカン,nenkan,名詞-普通名詞-助数詞可能,1
帰ろう,カエロー,kaero,動詞-一般,1
宿命,シュクメー,shukumei,名詞-普通名詞-一般,1
心室,シンシツ,shinshitsu,名詞-普通名詞-一般,1
彼女,カノジョ,kanojo,代名詞,1
変わろう,カワロー,kawa,動詞-一般,1
分ける,ワケル,wake,動詞-一般,1
呪い,ノロイ,noroi,動詞-一般,1
勝ち残る,カチノコル,kachi,動詞-一般,1
