surface,reading,romaji,pos,frequency
ﾓｽﾞｸ,ﾓｽﾞｸ,mozuku,名詞-普通名詞-一般,5
腰抜け,コシヌケ,koshinuke,名詞-普通名詞-一般,2
妙,ミョー,myou,名詞-普通名詞-形状詞可能,2
憎め,ニクメ,nikume,動詞-一般,1
少なく,スクナク,sukunaku,形容詞-一般,1
差し出し,サシダシ,sashi,動詞-一般,1
弟,オトート,otouto,名詞-普通名詞-一般,1
断片,ダンペン,danpen,名詞-普通名詞-一般,1
損なっ,ソコナッ,sokona,動詞-非自立可能,1
恨め,ウラメ,urame,動詞-一般,1
持ち物,モチモノ,mochimono,名詞-普通名詞-一般,1
待つ,マツ,matsu,動詞-一般,1
醜く,ミニクク,minikuku,形容詞-一般,1
違い,チガイ,chigai,動詞-一般,1
連絡,レンラク,renraku,名詞-普通名詞-サ変可能,1
追いかける,オイカケル,oi,動詞-一般,1
身分,ミブン,mibun,名詞-普通名詞-一般,1
願書,ガンショ,gansho,名詞-普通名詞-一般,1
食らっ,クラッ,kura,動詞-一般,1
ｲﾀﾁ,ｲﾀﾁ,itachi,名詞-普通名詞-一般,1
高まっ,タカマッ,takama,動詞-一般,1
騒ぎ,サワギ,sawagi,動詞-一般,1
餌,エサ,esa,名詞-普通名詞-一般,1
汁粉,シルコ,shiruko,名詞-普通名詞-一般,1
発生,ハッセー,hassei,名詞-普通名詞-サ変可能,1
生き残ら,イキノコラ,ikinokora,動詞-一般,1
生き延びる,イキノビル,iki,動詞-一般,1
漏れ出す,モレダス,more,動詞-一般,1
浮き出,ウキデ,uki,動詞-一般,1
見逃し,ミノガシ,minogashi,動詞-一般,1
見事,ミゴト,migoto,副詞,1
要請,ヨーセー,yousei,名詞-普通名詞-サ変可能,1
衝突,ショートツ,shoutotsu,名詞-普通名詞-サ変可能,1
臆病,オクビョー,okubyou,名詞-普通名詞-形状詞可能,1
なる,ナル,naru,助動詞,1
どん,ドン,don,代名詞,1
のっぺらぼう,ノッペラボー,nopperabou,名詞-普通名詞-一般,1
しがみつく,シガミツク,shigamitsuku,動詞-一般,1
しがない,シガナイ,shiganai,形容詞-一般,1
せろ,セロ,sero,助動詞,1
だんご,ダンゴ,dango,名詞-普通名詞-一般,1
てこ,テコ,teko,助動詞,1
受け取れ,ウケトレ,uketore,動詞-一般,1
取り付け,トリツケ,toritsuke,動詞-一般,1
出動,シュツドー,shutsudou,名詞-普通名詞-サ変可能,1
保証,ホショー,hoshou,名詞-普通名詞-サ変可能,1
仕業,シワザ,shiwaza,名詞-普通名詞-一般,1
大蛇,オロチ,orochi,名詞-普通名詞-一般,1
呼応,コオー,koou,名詞-普通名詞-サ変可能,1
仏,フツ,hotoke,名詞-普通名詞-一般,1
五行,ゴギョー,gogyou,名詞-普通名詞-一般,1
よう,ヨー,you,名詞-固有名詞-人名-一般,1
よう,ヨー,you,助詞-終助詞,1
フッフフ,フッフフ,fuffufu,感動詞-一般,1
