surface,reading,romaji,pos,frequency
八雲,ヤクモ,yakumo,名詞-普通名詞-一般,14
鞍馬,クラマ,kurama,名詞-固有名詞-地名-一般,5
八雲,ヤクモ,yakumo,名詞-固有名詞-地名-一般,4
山荘,サンソー,sansou,名詞-普通名詞-一般,3
里見,サトミ,satomi,名詞-固有名詞-人名-姓,3
ユラユラ,ユラユラ,yurayura,副詞,2
サビ,サビ,sabi,名詞-普通名詞-一般,2
ゆけ,ユケ,yuke,動詞-非自立可能,2
雨雲,アマグモ,amagumo,名詞-普通名詞-一般,1
槍,ヤリ,yari,名詞-普通名詞-一般,1
抗議,コーギ,kougi,名詞-普通名詞-サ変可能,1
踏み込み,フミコミ,fumikomi,名詞-普通名詞-一般,1
脅せ,オドセ,odose,動詞-一般,1
育てろ,ソダテロ,sodate,動詞-一般,1
聞きゃ,キキャ,kiki,動詞-一般,1
輩出,ハイシュツ,haishutsu,名詞-普通名詞-サ変可能,1
部外,ブガイ,bugai,名詞-普通名詞-一般,1
見舞わ,ミマワ,mimai,動詞-一般,1
見放さ,ミハナサ,mihanasa,動詞-一般,1
衰え,オトロエ,otoroe,動詞-一般,1
照らす,テラス,tera,動詞-一般,1
紅,アカ,kurenai,形容詞-一般,1
長居,ナガイ,nagai,名詞-固有名詞-地名-一般,1
立ち去れ,タチサレ,tachi,動詞-一般,1
秀で,ヒーデ,hiide,動詞-一般,1
もめん,モメン,momen,名詞-普通名詞-一般,1
ぐしょぐしょ,グショグショ,gushogusho,形状詞-一般,1
てこずら,テコズラ,tekozura,動詞-一般,1
干し,ボシ,hoshi,接尾辞-名詞的-一般,1
半鐘,ハンショー,hanshou,名詞-普通名詞-一般,1
屋根,ヤネ,yane,名詞-普通名詞-一般,1
妻,ツマ,tsuma,名詞-普通名詞-一般,1
天日,テンピ,tenjitsu,名詞-普通名詞-一般,1
夜更け,ヨフケ,yofuke,名詞-普通名詞-一般,1
ムラ,ムラ,mura,名詞-普通名詞-形状詞可能,1
一門,イチモン,ichimon,名詞-普通名詞-一般,1
一大,イチダイ,ichidai,接頭辞,1
バラす,バラス,bara,動詞-一般,1
バカバカ,バカバカ,bakabaka,副詞,1
かけぬけ,カケヌケ,kakenuke,動詞-一般,1
休めよ,ヤスメヨ,yasume,動詞-一般,1
他言,タゲン,tagon,名詞-普通名詞-サ変可能,1
