surface,reading,romaji,pos,frequency
落雷,ラクライ,rakurai,名詞-普通名詞-サ変可能,2
よみがえっ,ヨミガエッ,yomigaetsu,動詞-一般,2
わたしゃ,ワタシャ,watasha,代名詞,2
むくろ,ムクロ,mukuro,名詞-普通名詞-一般,2
木製,モクセー,mokusei,名詞-普通名詞-一般,1
曇っ,クモッ,kumotsu,動詞-一般,1
手向け,タムケ,tamuke,名詞-普通名詞-一般,1
持ち込め,モチコメ,mochikome,動詞-一般,1
手向け,タムケ,tamuke,動詞-一般,1
自然,シゼン,shizen,形状詞-一般,1
電撃,デンゲキ,dengeki,名詞-普通名詞-一般,1
温かく,アタタカク,atatakaku,形容詞-一般,1
武具,ブグ,bugu,名詞-普通名詞-一般,1
薬箱,クスリバコ,kusuribako,名詞-普通名詞-一般,1
突き上がっ,ツキアガッ,tsuki,動詞-一般,1
脅さ,オドサ,odosa,動詞-一般,1
笑え,ワラエ,warae,動詞-一般,1
いかずち,イカズチ,ikazuchi,名詞-普通名詞-一般,1
あたしゃ,アタシャ,atasha,代名詞,1
さしかかっ,サシカカッ,sashikakatsu,動詞-一般,1
きしむ,キシム,kishimu,動詞-一般,1
かいくぐり,カイクグリ,kaikuguri,動詞-一般,1
おいしかっ,オイシカッ,oishikatsu,形容詞-一般,1
レシピ,レシピ,reshipi,名詞-普通名詞-一般,1
尽くす,ツクス,tsukusu,動詞-非自立可能,1
味付け,アジツケ,ajitsuke,名詞-普通名詞-サ変可能,1
もしくは,モシクワ,moshikuha,接続詞,1
セイヤ,セーヤ,seiya,名詞-固有名詞-人名-一般,1
ジンジン,ジンジン,jinjin,副詞,1
カッカ,カッカ,kakka,副詞,1
