surface,reading,romaji,pos,frequency
成り上がら,ナリアガラ,nari,動詞-一般,1
強硬,キョーコー,kyoukou,形状詞-一般,1
推理,スイリ,suiri,名詞-普通名詞-サ変可能,1
揺るがす,ユルガス,yuru,動詞-一般,1
抜けろ,ヌケロ,nuke,動詞-非自立可能,1
捜し出さ,サガシダサ,sagashi,動詞-一般,1
急変,キューヘン,kyuuhen,名詞-普通名詞-サ変可能,1
迷う,マヨー,mayou,動詞-一般,1
逃げ延び,ニゲノビ,nige,動詞-一般,1
ﾎﾀﾙﾋﾞ,ﾎﾀﾙﾋﾞ,hotarubi,名詞-普通名詞-一般,1
血迷う,チマヨー,chimayou,動詞-一般,1
田中,タナカ,tanaka,名詞-固有名詞-人名-姓,1
爆破,バクハ,bakuha,名詞-普通名詞-サ変可能,1
決断,ケツダン,ketsudan,名詞-普通名詞-サ変可能,1
白石,シライシ,shiroishi,名詞-固有名詞-人名-姓,1
草の根,クサノネ,kusanone,名詞-普通名詞-一般,1
寝ぼけ,ネボケ,ne,動詞-一般,1
できよう,デキヨー,dekiyou,動詞-非自立可能,1
おふくろ,オフクロ,ofukuro,名詞-普通名詞-一般,1
太田,オータ,oota,名詞-固有名詞-地名-一般,1
太田,オータ,oota,名詞-固有名詞-人名-姓,1
取り返し,トリカエシ,torikaeshi,動詞-一般,1
よそ者,ヨソモノ,yoso,名詞-普通名詞-一般,1
もり立てよう,モリタテヨー,mori,動詞-一般,1
ワ,ワ,wa,感動詞-一般,1
ボロボロ,ボロボロ,boroboro,副詞,1
