surface,reading,romaji,pos,frequency
ﾌﾞﾝｿﾞｳ,ﾌﾞﾝｿﾞｳ,bunzou,名詞-普通名詞-一般,29
ｾﾝﾀ,ｾﾝﾀ,senta,名詞-普通名詞-一般,23
カバン,カバン,kaban,名詞-普通名詞-一般,9
借金,シャッキン,shakkin,名詞-普通名詞-サ変可能,9
赤城,アカギ,akagi,名詞-固有名詞-地名-一般,8
やし,ヤシ,yashi,助動詞,7
一家,イッカ,ikka,名詞-普通名詞-一般,4
赤城,アカギ,akagi,名詞-固有名詞-人名-姓,3
街道,カイドー,kaidou,名詞-普通名詞-一般,3
借用,シャクヨー,shakuyou,名詞-普通名詞-サ変可能,3
混浴,コンヨク,konyoku,名詞-普通名詞-サ変可能,3
殴打,オーダ,ouda,名詞-普通名詞-サ変可能,3
センタ,センタ,senta,名詞-普通名詞-一般,3
ピッチピチ,ピッチピチ,pitchipichi,副詞,2
宛て,アテ,ate,接尾辞-名詞的-一般,2
帳場,チョーバ,chouba,名詞-普通名詞-一般,2
預け,アズケ,azuke,動詞-一般,2
あっし,アッシ,asshi,代名詞,2
忍び込ん,シノビコン,shinobikon,動詞-一般,2
取り立て,トリタテ,tori,名詞-普通名詞-一般,2
どすこい,ドスコイ,dosukoi,感動詞-一般,2
聞きつけ,キキツケ,kiki,動詞-一般,1
神出,シンシュツ,shinshutsu,名詞-普通名詞-一般,1
硫黄,イオー,iou,名詞-普通名詞-一般,1
美容,ビヨー,biyou,名詞-普通名詞-一般,1
素人,シロート,shirouto,名詞-普通名詞-一般,1
旅立ち,タビダチ,tabidachi,動詞-一般,1
損し,ソンシ,son,動詞-一般,1
手紙,テガミ,tegami,名詞-普通名詞-一般,1
手元,テモト,temoto,名詞-普通名詞-一般,1
息抜き,イキヌキ,ikinuki,名詞-普通名詞-サ変可能,1
忘れ物,ワスレモノ,wasuremono,名詞-普通名詞-一般,1
深刻,シンコク,shinkoku,形状詞-一般,1
浴びる,アビル,abi,動詞-一般,1
治まら,オサマラ,osama,動詞-一般,1
晩飯,バンメシ,banmeshi,名詞-普通名詞-一般,1
ついと,ツイト,tsuito,副詞,1
頼み,タノミ,tanomi,動詞-一般,1
つべこべ,ツベコベ,tsubekobe,副詞,1
非常,ヒジョー,hijou,形状詞-一般,1
雌猿,メスザル,mesuzaru,名詞-普通名詞-一般,1
若かっ,ワカカッ,wakaka,形容詞-一般,1
間違っ,マチガッ,machigatsu,動詞-非自立可能,1
長親,ナガチカ,nagachika,名詞-固有名詞-人名-名,1
て,テ,te,記号-一般,1
ﾊﾟﾁﾝｺ,ﾊﾟﾁﾝｺ,ha,名詞-普通名詞-一般,1
ﾅﾙﾄ,ﾅﾙﾄ,naruto,名詞-固有名詞-一般,1
あちらこちら,アチラコチラ,achirakochira,代名詞,1
だり,ダリ,dari,助詞-副助詞,1
あらため,アラタメ,aratame,動詞-一般,1
あんまり,アンマリ,anmari,形状詞-一般,1
鬼没,キボツ,kibotsu,名詞-普通名詞-一般,1
いらっ,イラッ,iratsu,副詞,1
街中,マチナカ,machinaka,名詞-普通名詞-一般,1
衆,シュー,shuu,名詞-普通名詞-一般,1
返済,ヘンサイ,hensai,名詞-普通名詞-サ変可能,1
忍耐,ニンタイ,nintai,名詞-普通名詞-サ変可能,1
ごっつあん,ゴッツァン,gottsuan,感動詞-一般,1
スカンピン,スカンピン,sukanpin,名詞-普通名詞-形状詞可能,1
ゴロウ,ゴロー,gorou,名詞-固有名詞-人名-名,1
ギッチギチ,ギッチギチ,gitchigichi,名詞-普通名詞-一般,1
ひったくり,ヒッタクリ,hittakuri,名詞-普通名詞-一般,1
一筋,ヒトスジ,hitosuji,名詞-普通名詞-一般,1
パチンコ,パチンコ,pachinko,名詞-普通名詞-一般,1
バシャバシャバシャ,バシャバシャバシャ,bashabashabasha,名詞-普通名詞-一般,1
ばば,ババ,baba,名詞-普通名詞-一般,1
ウッキ,ウッキ,ukki,名詞-普通名詞-一般,1
イヤ,イヤ,iya,名詞-普通名詞-一般,1
やせ,ヤセ,yase,助動詞,1
やす,ヤス,yasu,助動詞,1
まみれ,マミレ,mamire,接尾辞-名詞的-一般,1
じゃあ,ジャー,jaa,助動詞,1
らん,ラン,ran,名詞-普通名詞-一般,1
よこせ,ヨコセ,yokose,動詞-一般,1
多額,タガク,tagaku,名詞-普通名詞-一般,1
なすっ,ナスッ,nasutsu,動詞-非自立可能,1
女房,ニョーボー,nyoubou,名詞-普通名詞-一般,1
届き,トドキ,todoki,動詞-一般,1
子豚,コブタ,kobuta,名詞-普通名詞-一般,1
取り返そう,トリカエソー,torikaeso,動詞-一般,1
取り返す,トリカエス,torikaesu,動詞-一般,1
取り返さ,トリカエサ,torikaesa,動詞-一般,1
何とぞ,ナニトゾ,nanto,副詞,1
仕置き,シオキ,shioki,名詞-普通名詞-一般,1
人手,ヒトデ,hitode,名詞-普通名詞-一般,1
交ざっ,マザッ,maza,動詞-一般,1
反対,ハンタイ,hantai,名詞-普通名詞-サ変形状詞可能,1
利子,リシ,rishi,名詞-普通名詞-一般,1
くたびれ,クタビレ,kutabire,動詞-一般,1
処理,ショリ,shori,名詞-普通名詞-サ変可能,1
全額,ゼンガク,zengaku,名詞-普通名詞-一般,1
