surface,reading,romaji,pos,frequency
奥の手,オクノテ,okunote,名詞-普通名詞-一般,4
刺し違える,サシチガエル,sashichigae,動詞-一般,2
右腕,ミギウデ,migiude,名詞-普通名詞-一般,2
速攻,ソッコー,sokkou,名詞-普通名詞-サ変可能,2
留学,リューガク,ryuugaku,名詞-普通名詞-サ変可能,2
ゴマ,ゴマ,goma,名詞-普通名詞-一般,2
コマ,コマ,koma,名詞-普通名詞-一般,2
ﾐｽﾐ,ﾐｽﾐ,misumi,名詞-普通名詞-一般,2
正々,セーセー,seisei,名詞-普通名詞-一般,1
得策,トクサク,tokusaku,名詞-普通名詞-一般,1
排,ハイ,hai,接頭辞,1
拡大,カクダイ,kakudai,名詞-普通名詞-サ変可能,1
暗示,アンジ,anji,名詞-普通名詞-サ変可能,1
手足,テアシ,teashi,名詞-普通名詞-一般,1
暴発,ボーハツ,bouhatsu,名詞-普通名詞-サ変可能,1
間柄,アイダガラ,aidagara,名詞-普通名詞-一般,1
部員,ブイン,buin,名詞-普通名詞-一般,1
邪悪,ジャアク,jaaku,名詞-普通名詞-形状詞可能,1
逃げ場,ニゲバ,nige,名詞-普通名詞-一般,1
貸し与え,カシアタエ,kashi,動詞-一般,1
ﾎﾝﾄ,ﾎﾝﾄ,honto,名詞-普通名詞-一般,1
あらあら,アラアラ,araara,副詞,1
食らう,クラウ,kura,動詞-一般,1
風穴,カザアナ,kazaana,名詞-普通名詞-一般,1
立てよ,タテヨ,tate,動詞-一般,1
突き破っ,ツキヤブッ,tsuki,動詞-一般,1
砲身,ホーシン,houshin,名詞-普通名詞-一般,1
短期,タンキ,tanki,名詞-普通名詞-一般,1
皮膚,ヒフ,hifu,名詞-普通名詞-一般,1
病院,ビョーイン,byouin,名詞-普通名詞-一般,1
見込み,ミコミ,mikomi,名詞-普通名詞-一般,1
襲いかかれ,オソイカカレ,osoi,動詞-一般,1
襲い,オソイ,osoi,動詞-一般,1
自在,ジザイ,jizai,形状詞-一般,1
背後,ハイゴ,haigo,名詞-普通名詞-一般,1
継承,ケーショー,keishou,名詞-普通名詞-サ変可能,1
強情,ゴージョー,goujou,名詞-普通名詞-形状詞可能,1
む,ム,mu,感動詞-一般,1
よっ,ヨッ,yotsu,感動詞-一般,1
シ,シ,shi,名詞-数詞,1
アメリカ,アメリカ,amerika,名詞-固有名詞-地名-国,1
ぐっすり,グッスリ,gussuri,副詞,1
ひやひや,ヒヤヒヤ,hiyahiya,副詞,1
つけ込ん,ツケコン,tsuke,動詞-一般,1
はっ,ハッ,hatsu,助動詞,1
さらせる,サラセル,saraseru,動詞-一般,1
すすめ,ススメ,susume,動詞-一般,1
塞ぎ,フサギ,fusagi,動詞-一般,1
呼び出す,ヨビダス,yobidasu,動詞-一般,1
いろ,イロ,iro,動詞-非自立可能,1
前半,ゼンハン,zenhan,名詞-普通名詞-副詞可能,1
制度,セード,seido,名詞-普通名詞-一般,1
失態,シッタイ,shittai,名詞-普通名詞-一般,1
契約,ケーヤク,keiyaku,名詞-普通名詞-サ変可能,1
布石,フセキ,fuseki,名詞-普通名詞-サ変可能,1
巣,ス,su,名詞-普通名詞-一般,1
小金井,コガネイ,koganei,名詞-固有名詞-地名-一般,1
寄生,キセー,kisei,名詞-普通名詞-サ変可能,1
寄壊,寄壊,yori,名詞-普通名詞-一般,1
委ねる,ユダネル,yudane,動詞-一般,1
出口,デグチ,deguchi,名詞-普通名詞-一般,1
ロス,ロス,rosu,名詞-普通名詞-サ変可能,1
フフハハハ,フフハハハ,fufuhahaha,名詞-普通名詞-一般,1
おら,オラ,ora,代名詞,1
使いもの,ツカイモノ,tsukaimono,名詞-普通名詞-一般,1
