surface,reading,romaji,pos,frequency
｡,｡,｡,記号-一般,95
！,,!,補助記号-句点,94
の,ノ,no,助詞-格助詞,71
),,),補助記号-括弧閉,71
(,,(,補助記号-括弧開,68
に,ニ,ni,助詞-格助詞,61
♬,,♬,補助記号-一般,60
は,ワ,ha,助詞-係助詞,58
だ,ダ,da,助動詞,51
て,テ,te,助詞-接続助詞,49
た,タ,ta,助動詞,44
…,,…,補助記号-一般,43
を,オ,wo,助詞-格助詞,37
＜,,＜,補助記号-括弧開,36
＞,,＞,補助記号-括弧閉,36
～,,~,補助記号-一般,34
が,ガ,ga,助詞-格助詞,30
俺,オレ,ore,代名詞,29
？,,？,補助記号-句点,29
も,モ,mo,助詞-係助詞,29
よ,ヨ,yo,助詞-終助詞,28
で,デ,de,助詞-格助詞,27
ん,ン,n,助詞-準体助詞,25
》,,>>,補助記号-括弧閉,23
《,,<<,補助記号-括弧開,23
と,ト,to,助詞-格助詞,21
ｲﾀﾞﾃ,ｲﾀﾞﾃ,idate,名詞-普通名詞-一般,17
し,シ,shi,動詞-非自立可能,16
な,ナ,na,助詞-終助詞,15
…｡,…｡,…,記号-一般,15
って,ッテ,tte,助詞-副助詞,15
こと,コト,koto,名詞-普通名詞-一般,14
ｱｵｲ,ｱｵｲ,aoi,名詞-普通名詞-一般,14
の,ノ,no,助詞-準体助詞,14
お前,オマエ,o,代名詞,14
ない,ナイ,nai,助動詞,13
な,ナ,na,助動詞,13
何,ナン,nani,代名詞,13
イダテ,イダテ,idate,名詞-普通名詞-一般,13
ない,ナイ,nai,形容詞-非自立可能,13
に,ニ,ni,助動詞,12
ば,バ,ba,助詞-接続助詞,12
ちゃん,チャン,chan,接尾辞-名詞的-一般,12
ナルト,ナルト,naruto,名詞-固有名詞-人名-名,12
この,コノ,kono,連体詞,12
あっ,アッ,atsu,感動詞-一般,12
親分,オヤブン,oyabun,名詞-普通名詞-一般,11
か,カ,ka,助詞-終助詞,11
それ,ソレ,sore,代名詞,10
木,キ,ki,名詞-普通名詞-一般,10
これ,コレ,kore,代名詞,9
サクラ,サクラ,sakura,名詞-普通名詞-一般,9
ヤツ,ヤツ,yatsu,名詞-普通名詞-一般,9
か,カ,ka,助詞-副助詞,9
じゃ,ジャ,ja,助動詞,8
ノ,ノ,no,助詞-格助詞,8
