surface,reading,romaji,pos,frequency
！,,!,補助記号-句点,117
),,),補助記号-括弧閉,96
(,,(,補助記号-括弧開,89
｡,｡,｡,記号-一般,80
～,,~,補助記号-一般,62
て,テ,te,助詞-接続助詞,57
の,ノ,no,助詞-格助詞,56
♬,,♬,補助記号-一般,56
…,,…,補助記号-一般,51
が,ガ,ga,助詞-格助詞,49
は,ワ,ha,助詞-係助詞,39
だ,ダ,da,助動詞,38
に,ニ,ni,助詞-格助詞,37
た,タ,ta,助動詞,36
を,オ,wo,助詞-格助詞,36
よ,ヨ,yo,助詞-終助詞,31
？,,？,補助記号-句点,28
雷,カミナリ,kaminari,名詞-普通名詞-一般,24
ん,ン,n,助詞-準体助詞,22
…｡,…｡,…,記号-一般,20
さん,サン,san,接尾辞-名詞的-一般,20
蘭丸,ランマル,ranmaru,名詞-固有名詞-人名-名,20
も,モ,mo,助詞-係助詞,18
牙,キバ,kiba,名詞-普通名詞-一般,18
ﾃﾝﾃﾝ,ﾃﾝﾃﾝ,tenten,名詞-普通名詞-一般,17
ハァ,ハー,haa,感動詞-一般,16
何,ナン,nani,代名詞,16
で,デ,de,助詞-格助詞,15
と,ト,to,助詞-格助詞,14
って,ッテ,tte,助詞-副助詞,14
から,カラ,kara,助詞-接続助詞,14
し,シ,shi,動詞-非自立可能,14
雷鳴,ライメー,raimei,名詞-普通名詞-一般,14
ｶﾗｼ,ｶﾗｼ,karashi,名詞-普通名詞-一般,14
あっ,アッ,atsu,感動詞-一般,14
ばあ,バー,baa,名詞-普通名詞-一般,13
リー,リー,rii,名詞-固有名詞-人名-一般,13
僕,ボク,boku,代名詞,12
いる,イル,iru,動詞-非自立可能,12
山椒,サンショー,sanshou,名詞-普通名詞-一般,11
ば,バ,ba,助詞-接続助詞,11
この,コノ,kono,連体詞,10
ない,ナイ,nai,助動詞,10
影,カゲ,kage,名詞-普通名詞-一般,9
お前,オマエ,o,代名詞,9
さ,サ,sa,助詞-終助詞,8
ネジ,ネジ,neji,名詞-普通名詞-一般,8
分身,ブンシン,bunshin,名詞-普通名詞-一般,8
術,ジュツ,jutsu,名詞-普通名詞-一般,8
てる,テル,teru,助動詞,8
ら,ラ,ra,接尾辞-名詞的-一般,8
