surface,reading,romaji,pos,frequency
),,),補助記号-括弧閉,146
(,,(,補助記号-括弧開,140
｡,｡,｡,記号-一般,139
！,,!,補助記号-句点,131
…,,…,補助記号-一般,98
の,ノ,no,助詞-格助詞,95
は,ワ,ha,助詞-係助詞,82
た,タ,ta,助動詞,70
て,テ,te,助詞-接続助詞,68
に,ニ,ni,助詞-格助詞,67
を,オ,wo,助詞-格助詞,56
が,ガ,ga,助詞-格助詞,54
シノ,シノ,shino,名詞-普通名詞-一般,50
で,デ,de,助詞-格助詞,48
♬,,♬,補助記号-一般,48
？,,？,補助記号-句点,45
だ,ダ,da,助動詞,45
～,,~,補助記号-一般,39
《,,<<,補助記号-括弧開,36
も,モ,mo,助詞-係助詞,36
》,,>>,補助記号-括弧閉,36
ん,ン,n,助詞-準体助詞,31
や,ヤ,ya,助詞-副助詞,30
風太,フータ,fuuta,名詞-固有名詞-人名-名,26
と,ト,to,助詞-格助詞,25
し,シ,shi,動詞-非自立可能,24
な,ナ,na,助動詞,23
よ,ヨ,yo,助詞-終助詞,22
ば,バ,ba,助詞-接続助詞,22
月子,ゲッシ,gesshi,名詞-固有名詞-人名-名,21
…｡,…｡,…,記号-一般,21
って,ッテ,tte,助詞-副助詞,21
何,ナン,nani,代名詞,19
お,オ,o,接頭辞,19
や,ヤ,ya,助動詞,18
か,カ,ka,助詞-副助詞,15
笑え,ワラエ,warae,動詞-一般,15
か,カ,ka,助詞-終助詞,15
です,デス,desu,助動詞,15
笑っ,ワラッ,waratsu,動詞-一般,15
する,スル,suru,動詞-非自立可能,13
ハハハハ,ハハハハ,hahahaha,感動詞-一般,13
ちゃん,チャン,chan,接尾辞-名詞的-一般,13
老婆,ローバ,rouba,名詞-普通名詞-一般,12
な,ナ,na,助詞-終助詞,12
ない,ナイ,nai,形容詞-非自立可能,12
男性,ダンセー,dansei,名詞-普通名詞-一般,11
＞,,＞,補助記号-括弧閉,11
＜,,＜,補助記号-括弧開,11
たち,タチ,tachi,接尾辞-名詞的-一般,11
ダメ,ダメ,dame,名詞-普通名詞-形状詞可能,11
ナルト,ナルト,naruto,名詞-固有名詞-人名-名,11
任務,ニンム,ninmu,名詞-普通名詞-一般,11
音,オト,oto,名詞-普通名詞-一般,11
､,､,､,記号-一般,10
ん,ン,n,助動詞,10
この,コノ,kono,連体詞,10
ちゃ,チャ,cha,助詞-接続助詞,10
葬式,ソーシキ,soushiki,名詞-普通名詞-一般,10
あぁ,アー,aa,感動詞-一般,9
たら,タラ,tara,助動詞,9
これ,コレ,kore,代名詞,9
父,チチ,chichi,名詞-普通名詞-一般,9
ん,ン,n,感動詞-フィラー,9
アッ,アッ,atsu,感動詞-一般,9
親戚,シンセキ,shinseki,名詞-普通名詞-一般,8
ない,ナイ,nai,助動詞,8
こと,コト,koto,名詞-普通名詞-一般,8
俺,オレ,ore,代名詞,8
〈,,<,補助記号-括弧開,8
よう,ヨー,you,形状詞-助動詞語幹,8
〉,,>,補助記号-括弧閉,8
ます,マス,masu,助動詞,8
に,ニ,ni,助動詞,8
いる,イル,iru,動詞-非自立可能,8
が,ガ,ga,助詞-接続助詞,7
から,カラ,kara,助詞-格助詞,7
ハハハ,ハハハ,hahaha,感動詞-一般,7
